id	filename	md5	size	state
00831dfd-0859-4e24-9672-36f0d47984c6	00831dfd-0859-4e24-9672-36f0d47984c6/63258e05-fab4-480e-8a21-67c0a3db17b0.rna_seq.augmented_star_gene_counts.tsv	26bf0a0b3e846f4f9b0cca72e8367135	4229572	validated
01adc305-77a7-4bda-8744-e2440d8b141b	01adc305-77a7-4bda-8744-e2440d8b141b/f20e5b5d-c132-46dd-906f-c46c5c2e6a34.rna_seq.augmented_star_gene_counts.tsv	dc2c14a962493d93f94ed81bd2c9801d	4228726	validated
03622878-db1a-45b0-a6ac-ad5389afd3fd	03622878-db1a-45b0-a6ac-ad5389afd3fd/145155d3-ca18-49c6-879f-fceb71ef4e28.rna_seq.augmented_star_gene_counts.tsv	cd2b7b7620a5e452f1a6f90207206efa	4229783	validated
03af23fe-d4d3-4c79-9e12-22283c64ce0f	03af23fe-d4d3-4c79-9e12-22283c64ce0f/ce9b38a7-fba0-4275-a6be-07ddbe76ce13.rna_seq.augmented_star_gene_counts.tsv	6878b7ee038eb3208c0f434ebb4adcb5	4243185	validated
05da738f-9316-4346-ac68-59aec3c16569	05da738f-9316-4346-ac68-59aec3c16569/85e447fe-c92f-4d6e-99b1-83e4c913f5d9.rna_seq.augmented_star_gene_counts.tsv	9bdad77e955557847723d8e0382edbc6	4256062	validated
0aabdda2-2fac-440e-ba01-1c9d23fbf387	0aabdda2-2fac-440e-ba01-1c9d23fbf387/5f2a6bc7-0621-465a-a112-7f2be2ce6a51.rna_seq.augmented_star_gene_counts.tsv	12fc41d8bb66900f976a1b1c033707f4	4233732	validated
0c50e19e-8d93-4925-989b-0cf4b189cb05	0c50e19e-8d93-4925-989b-0cf4b189cb05/0406d0f2-5c89-4aac-9ade-4c001eeaaaf6.rna_seq.augmented_star_gene_counts.tsv	d547b9c591dc4528650ebc96bb2db580	4259677	validated
0d76075c-fb5f-49fc-aaf0-2dbfd6d1bc64	0d76075c-fb5f-49fc-aaf0-2dbfd6d1bc64/47990394-36a3-4cdf-a6c6-8d9d78bac5b1.rna_seq.augmented_star_gene_counts.tsv	80816768a83ba5097c71037abec2c117	4251415	validated
0fe60909-1b03-445f-a370-736dd562027b	0fe60909-1b03-445f-a370-736dd562027b/d336faaf-9dfd-4357-85ac-f449987073af.rna_seq.augmented_star_gene_counts.tsv	6350953f787a95b76d621a577cb58c0b	4250765	validated
108ca883-3ad7-4a56-b92d-dba9cf0c879a	108ca883-3ad7-4a56-b92d-dba9cf0c879a/6a32d3f8-246f-45ce-a9ac-cc8dcaeabfd0.rna_seq.augmented_star_gene_counts.tsv	86460943f863b09ac86d2241b7ad1ccf	4248120	validated
